kind	model_or_pair	fid	words_fixed	words_buggy	fixed_err	buggy_err
solo	whisper-distil-v3.5	RES0092	837	800	108	174
solo	whisper-distil-v3.5	RES0089	1800	1749	190	284
solo	whisper-distil-v3.5	RES0086	1523	1463	189	297
solo	whisper-distil-v3.5	RES0096	1292	1251	181	243
solo	whisper-distil-v3.5	RES0093	1606	1543	208	319
solo	whisper-distil-v3.5	RES0095	1467	1426	188	254
solo	whisper-distil-v3.5	RES0099	1554	1505	169	255
solo	whisper-distil-v3.5	RES0098	1474	1422	144	237
solo	whisper-distil-v3.5	RES0101	1430	1379	161	242
solo	whisper-distil-v3.5	RES0103	1100	1063	125	192
solo	whisper-distil-v3.5	RES0104	1563	1511	167	246
solo	whisper-distil-v3.5	RES0097	1381	1319	195	289
solo	whisper-distil-v3.5	RES0100	1767	1710	170	264
solo	whisper-distil-v3.5	RES0109	845	817	77	128
solo	whisper-distil-v3.5	RES0108	950	918	104	151
solo	whisper-distil-v3.5	RES0105	1738	1663	195	315
solo	whisper-distil-v3.5	RES0111	965	927	110	173
solo	whisper-distil-v3.5	RES0102	2025	1952	190	317
solo	whisper-distil-v3.5	RES0112	835	795	85	152
solo	whisper-distil-v3.5	RES0106	1307	1251	161	245
solo	whisper-distil-v3.5	RES0110	1565	1512	151	236
solo	whisper-distil-v3.5	RES0113	1079	1043	107	169
solo	whisper-distil-v3.5	RES0117	951	920	102	146
solo	whisper-distil-v3.5	RES0107	1596	1520	187	305
solo	whisper-distil-v3.5	RES0121	962	930	81	124
solo	whisper-distil-v3.5	RES0118	947	921	57	109
solo	whisper-distil-v3.5	RES0120	1381	1325	81	162
solo	whisper-distil-v3.5	RES0122	1046	1005	73	147
solo	whisper-distil-v3.5	RES0119	1359	1302	96	200
solo	whisper-distil-v3.5	RES0116	1588	1533	156	240
solo	whisper-distil-v3.5	RES0124	1729	1675	120	215
solo	whisper-distil-v3.5	RES0128	1095	1062	138	197
solo	whisper-distil-v3.5	RES0125	1638	1576	103	201
solo	whisper-distil-v3.5	RES0114	1673	1606	181	305
solo	whisper-distil-v3.5	RES0127	1461	1418	158	230
solo	whisper-distil-v3.5	RES0129	1078	1040	119	186
solo	whisper-distil-v3.5	RES0123	1716	1647	146	268
solo	whisper-distil-v3.5	RES0126	1858	1784	219	361
solo	whisper-distil-v3.5	RES0130	1329	1282	106	188
solo	whisper-distil-v3.5	RES0131	1231	1176	87	190
solo	whisper-distil-v3.5	RES0135	1224	1191	106	156
solo	whisper-distil-v3.5	RES0133	1264	1222	116	183
solo	whisper-distil-v3.5	RES0132	1309	1276	89	146
solo	whisper-distil-v3.5	RES0136	1243	1211	106	151
solo	whisper-distil-v3.5	RES0140	907	877	98	157
solo	whisper-distil-v3.5	RES0142	778	758	87	118
solo	whisper-distil-v3.5	RES0141	987	949	99	152
solo	whisper-distil-v3.5	RES0138	1148	1118	111	161
solo	whisper-distil-v3.5	RES0139	1131	1093	124	180
solo	whisper-distil-v3.5	RES0134	1679	1630	112	203
solo	whisper-distil-v3.5	RES0137	1274	1216	122	223
solo	whisper-distil-v3.5	RES0144	1153	1119	169	227
solo	whisper-distil-v3.5	RES0146	898	870	116	164
solo	whisper-distil-v3.5	RES0143	1119	1080	108	166
solo	whisper-distil-v3.5	RES0147	1274	1234	192	254
solo	whisper-distil-v3.5	RES0145	1326	1277	188	263
solo	whisper-distil-v3.5	RES0149	1270	1231	136	200
solo	whisper-distil-v3.5	RES0148	1136	1101	157	211
solo	whisper-distil-v3.5	RES0150	1147	1099	152	231
solo	whisper-distil-v3.5	RES0153	1103	1063	131	200
solo	whisper-distil-v3.5	RES0151	1157	1125	119	175
solo	whisper-distil-v3.5	RES0152	1059	1028	123	182
solo	whisper-distil-v3.5	RES0154	943	922	127	169
solo	whisper-distil-v3.5	RES0156	1016	983	139	190
solo	whisper-distil-v3.5	RES0155	1439	1380	185	275
solo	whisper-distil-v3.5	RES0158	1079	1034	112	182
solo	whisper-distil-v3.5	RES0159	1104	1060	103	175
solo	whisper-distil-v3.5	RES0160	1135	1093	153	212
solo	whisper-distil-v3.5	RES0161	1034	993	135	193
solo	whisper-distil-v3.5	RES0165	909	881	118	170
solo	whisper-distil-v3.5	RES0162	1235	1183	148	230
solo	whisper-distil-v3.5	RES0169	946	906	130	191
solo	whisper-distil-v3.5	RES0164	1248	1197	216	301
solo	whisper-distil-v3.5	RES0163	1200	1155	150	223
solo	whisper-distil-v3.5	RES0168	1329	1271	143	249
solo	whisper-distil-v3.5	RES0166	1155	1117	156	213
solo	whisper-distil-v3.5	RES0167	1181	1132	154	230
solo	whisper-distil-v3.5	RES0175	1017	979	118	174
solo	whisper-distil-v3.5	RES0170	1351	1300	177	262
solo	whisper-distil-v3.5	RES0172	1195	1148	149	231
solo	whisper-distil-v3.5	RES0171	1368	1306	143	241
solo	whisper-distil-v3.5	RES0177	1193	1151	142	213
solo	whisper-distil-v3.5	RES0176	1305	1269	151	215
solo	whisper-distil-v3.5	RES0173	1262	1210	188	270
solo	whisper-distil-v3.5	RES0179	1291	1254	169	236
solo	whisper-distil-v3.5	RES0178	1125	1082	157	222
solo	whisper-distil-v3.5	RES0180	1065	1020	135	209
solo	whisper-distil-v3.5	RES0174	1549	1484	175	290
solo	whisper-distil-v3.5	RES0182	945	919	119	155
solo	whisper-distil-v3.5	RES0185	1075	1026	133	209
solo	whisper-distil-v3.5	RES0181	1184	1154	176	221
solo	whisper-distil-v3.5	RES0184	970	946	129	165
solo	whisper-distil-v3.5	RES0183	1217	1178	155	225
solo	whisper-distil-v3.5	RES0188	957	932	121	168
solo	whisper-distil-v3.5	RES0186	1069	1020	121	214
solo	whisper-distil-v3.5	RES0191	927	905	104	135
solo	whisper-distil-v3.5	RES0187	1303	1275	160	213
solo	whisper-distil-v3.5	RES0189	1439	1397	151	232
solo	whisper-distil-v3.5	RES0190	1290	1263	129	179
solo	whisper-distil-v3.5	RES0192	1280	1243	142	190
solo	whisper-distil-v3.5	RES0196	943	910	118	181
solo	whisper-distil-v3.5	RES0198	857	833	72	117
solo	whisper-distil-v3.5	RES0193	1431	1382	162	244
solo	whisper-distil-v3.5	RES0194	1395	1339	173	253
solo	whisper-distil-v3.5	RES0195	1335	1297	148	210
solo	whisper-distil-v3.5	RES0197	966	943	124	156
solo	whisper-distil-v3.5	RES0199	1152	1118	144	197
solo	whisper-distil-v3.5	RES0203	920	895	122	163
solo	whisper-distil-v3.5	RES0201	1059	1024	150	202
solo	whisper-distil-v3.5	RES0207	818	789	101	154
solo	whisper-distil-v3.5	RES0200	1351	1316	196	260
solo	whisper-distil-v3.5	RES0204	995	959	112	171
solo	whisper-distil-v3.5	RES0202	1522	1472	200	291
solo	whisper-distil-v3.5	RES0205	1049	1009	114	183
solo	whisper-distil-v3.5	RES0208	1322	1254	161	282
solo	whisper-distil-v3.5	RES0209	1108	1062	134	209
solo	whisper-distil-v3.5	RES0210	1139	1119	134	172
solo	whisper-distil-v3.5	RES0211	1415	1355	186	293
solo	whisper-distil-v3.5	RES0206	1354	1309	197	273
solo	whisper-distil-v3.5	RES0214	1123	1093	103	161
solo	whisper-distil-v3.5	RES0212	1304	1238	110	229
solo	whisper-distil-v3.5	RES0213	1485	1383	129	289
solo	whisper-turbo	CAR0002	1067	1043	115	152
solo	whisper-distil-v3.5	RES0215	1386	1329	141	236
solo	whisper-turbo	CAR0001	1053	1027	104	151
solo	whisper-turbo	GAS0001	1033	984	166	221
solo	whisper-turbo	CAR0004	920	896	106	149
solo	whisper-distil-v3.5	RES0217	1486	1424	117	217
solo	whisper-distil-v3.5	RES0216	1604	1531	116	244
solo	whisper-turbo	CAR0005	1292	1228	111	212
solo	whisper-turbo	CAR0003	1281	1259	117	151
solo	whisper-turbo	GAS0004	1180	1127	130	206
solo	whisper-turbo	GEN0001	1132	1093	102	167
solo	whisper-turbo	GAS0002	1140	1103	101	149
solo	whisper-turbo	DER0001	1554	1485	176	290
solo	whisper-turbo	GAS0003	1093	1036	139	211
solo	whisper-turbo	GAS0007	903	884	100	133
solo	whisper-turbo	MSK0001	983	960	111	146
solo	whisper-turbo	MSK0004	1125	1096	138	172
solo	whisper-turbo	MSK0005	1513	1462	160	240
solo	whisper-turbo	MSK0007	1358	1333	141	176
solo	whisper-turbo	GAS0005	1599	1541	204	292
solo	whisper-turbo	MSK0003	1866	1810	213	299
solo	whisper-turbo	MSK0008	1417	1391	162	208
solo	whisper-turbo	MSK0010	1505	1473	160	212
solo	whisper-turbo	MSK0006	1781	1720	181	276
solo	whisper-turbo	MSK0009	1572	1520	196	283
solo	whisper-turbo	MSK0011	1535	1501	183	236
solo	whisper-turbo	MSK0015	1622	1576	191	264
solo	whisper-turbo	MSK0018	976	940	72	113
solo	whisper-turbo	MSK0012	1652	1600	156	229
solo	whisper-turbo	MSK0013	1610	1562	180	264
solo	whisper-turbo	MSK0019	1337	1298	97	151
solo	whisper-turbo	MSK0014	1575	1529	167	228
solo	whisper-turbo	MSK0016	2064	1999	196	303
solo	whisper-turbo	MSK0017	1735	1681	195	283
solo	whisper-turbo	MSK0024	1193	1162	87	141
solo	whisper-turbo	MSK0023	1229	1181	137	208
solo	whisper-turbo	MSK0025	1580	1511	141	254
solo	whisper-turbo	MSK0020	1683	1636	178	253
solo	whisper-turbo	MSK0026	1365	1338	135	176
solo	whisper-turbo	MSK0031	1299	1247	145	215
solo	whisper-turbo	MSK0021	1745	1691	239	329
solo	whisper-turbo	MSK0027	1377	1331	181	238
solo	whisper-turbo	MSK0028	1836	1785	193	281
solo	whisper-turbo	MSK0032	1198	1154	98	157
solo	whisper-turbo	MSK0022	2164	2091	228	355
solo	whisper-turbo	MSK0033	1687	1621	173	285
solo	whisper-turbo	MSK0034	1448	1417	170	222
solo	whisper-turbo	MSK0029	2268	2186	266	394
solo	whisper-turbo	MSK0035	1596	1549	176	248
solo	whisper-turbo	MSK0041	1583	1543	262	313
solo	whisper-turbo	MSK0038	1895	1828	216	326
solo	whisper-turbo	MSK0039	1404	1367	143	190
solo	whisper-turbo	MSK0044	1177	1132	137	204
solo	whisper-turbo	MSK0040	1488	1446	167	237
solo	whisper-turbo	MSK0037	1682	1620	220	321
solo	whisper-turbo	MSK0036	1757	1714	185	259
solo	whisper-turbo	MSK0042	1522	1471	149	214
solo	whisper-turbo	MSK0050	1285	1257	142	189
solo	whisper-turbo	MSK0046	1225	1188	124	183
solo	whisper-turbo	MSK0043	1772	1694	186	282
solo	whisper-turbo	RES0003	1261	1213	117	199
solo	whisper-turbo	RES0001	1526	1469	198	292
solo	whisper-turbo	MSK0049	1372	1333	157	205
solo	whisper-turbo	MSK0045	1394	1354	149	211
solo	whisper-turbo	RES0002	1162	1144	330	360
solo	whisper-turbo	RES0006	1240	1207	129	188
solo	whisper-turbo	RES0005	1645	1578	169	277
solo	whisper-turbo	RES0004	1723	1650	231	343
solo	whisper-turbo	RES0008	1171	1129	132	200
solo	whisper-turbo	RES0010	1070	1018	168	251
solo	whisper-turbo	RES0013	1400	1325	170	280
solo	whisper-turbo	RES0011	1647	1573	245	337
solo	whisper-turbo	RES0009	1446	1372	187	302
solo	whisper-turbo	RES0014	1429	1383	145	230
solo	whisper-turbo	RES0007	1874	1811	189	296
solo	whisper-turbo	RES0012	2168	2058	286	451
solo	whisper-turbo	RES0015	1607	1551	158	247
solo	whisper-turbo	RES0016	1327	1287	127	192
solo	whisper-turbo	RES0017	1751	1698	214	291
solo	whisper-turbo	RES0018	1334	1294	159	223
solo	whisper-turbo	RES0021	1255	1226	162	203
solo	whisper-turbo	RES0019	1334	1300	134	182
solo	whisper-turbo	RES0023	1099	1054	164	222
solo	whisper-turbo	RES0024	1004	969	120	186
solo	whisper-turbo	RES0020	1413	1386	149	197
solo	whisper-turbo	RES0029	811	787	91	125
solo	whisper-turbo	RES0022	1999	1927	255	368
solo	whisper-turbo	RES0026	1544	1504	185	246
solo	whisper-turbo	RES0028	1156	1130	136	167
solo	whisper-turbo	RES0025	1393	1342	212	283
solo	whisper-turbo	RES0027	1366	1323	169	242
solo	whisper-turbo	RES0030	1184	1158	136	166
solo	whisper-turbo	RES0031	1343	1297	118	192
solo	whisper-turbo	RES0035	958	944	75	92
solo	whisper-turbo	RES0032	1212	1169	98	161
solo	whisper-turbo	RES0036	1423	1368	149	215
solo	whisper-turbo	RES0037	1453	1413	177	232
solo	whisper-turbo	RES0033	1372	1306	151	258
solo	whisper-turbo	RES0038	1554	1504	264	320
solo	whisper-turbo	RES0042	1264	1222	186	243
solo	whisper-turbo	RES0034	1685	1627	171	269
solo	whisper-turbo	RES0045	1204	1158	113	175
solo	whisper-turbo	RES0043	1503	1451	199	276
solo	whisper-turbo	RES0039	1672	1635	221	281
solo	whisper-turbo	RES0049	1622	1555	184	294
solo	whisper-turbo	RES0050	1109	1084	113	156
solo	whisper-turbo	RES0051	997	970	158	199
solo	whisper-turbo	RES0048	1809	1726	152	296
solo	whisper-turbo	RES0052	828	809	139	176
solo	whisper-turbo	RES0046	1588	1532	233	328
solo	whisper-turbo	RES0044	1859	1776	184	323
solo	whisper-turbo	RES0047	1628	1575	199	285
solo	whisper-turbo	RES0057	1245	1194	195	286
solo	whisper-turbo	RES0056	1174	1140	165	224
solo	whisper-turbo	RES0055	1375	1328	207	296
solo	whisper-turbo	RES0059	1358	1327	169	219
solo	whisper-turbo	RES0060	1683	1616	239	354
solo	whisper-turbo	RES0053	1982	1906	354	485
solo	whisper-turbo	RES0064	1078	1046	123	179
solo	whisper-turbo	RES0058	1514	1462	235	317
solo	whisper-turbo	RES0063	1439	1384	161	264
solo	whisper-turbo	RES0065	1089	1064	122	171
solo	whisper-turbo	RES0061	1783	1701	210	351
solo	whisper-turbo	RES0069	1026	994	135	186
solo	whisper-turbo	RES0067	946	912	112	164
solo	whisper-turbo	RES0054	2491	2446	738	811
solo	whisper-turbo	RES0068	1213	1168	147	215
solo	whisper-turbo	RES0066	1192	1160	142	202
solo	whisper-turbo	RES0062	1965	1905	243	353
solo	whisper-turbo	RES0070	976	946	132	189
solo	whisper-turbo	RES0072	1182	1150	148	210
solo	whisper-turbo	RES0074	1246	1206	127	202
solo	whisper-turbo	RES0071	1301	1261	157	228
solo	whisper-turbo	RES0079	841	815	125	172
solo	whisper-turbo	RES0075	1112	1070	113	190
solo	whisper-turbo	RES0073	1340	1303	135	204
solo	whisper-turbo	RES0078	1140	1092	146	234
solo	whisper-turbo	RES0082	932	891	99	179
solo	whisper-turbo	RES0076	1569	1513	151	259
solo	whisper-turbo	RES0080	1225	1179	138	219
solo	whisper-turbo	RES0077	1649	1585	196	312
solo	whisper-turbo	RES0081	1455	1391	162	268
solo	whisper-turbo	RES0083	990	962	118	160
solo	whisper-turbo	RES0085	959	923	97	162
solo	whisper-turbo	RES0091	901	869	65	120
solo	whisper-turbo	RES0087	1359	1306	126	223
solo	whisper-turbo	RES0086	1523	1463	169	276
solo	whisper-turbo	RES0084	1562	1516	147	230
solo	whisper-turbo	RES0092	837	800	123	184
solo	whisper-turbo	RES0088	1373	1336	149	209
solo	whisper-turbo	RES0090	1193	1160	118	163
solo	whisper-turbo	RES0094	793	766	91	140
solo	whisper-turbo	RES0089	1800	1749	187	277
solo	whisper-turbo	RES0093	1606	1543	198	305
solo	whisper-turbo	RES0095	1467	1426	192	260
solo	whisper-turbo	RES0103	1100	1063	145	198
solo	whisper-turbo	RES0099	1554	1505	192	261
solo	whisper-turbo	RES0098	1474	1422	158	239
solo	whisper-turbo	RES0097	1381	1319	205	284
solo	whisper-turbo	RES0096	1292	1251	204	262
solo	whisper-turbo	RES0101	1430	1379	169	245
solo	whisper-turbo	RES0100	1767	1710	207	286
solo	whisper-turbo	RES0104	1563	1511	177	252
solo	whisper-turbo	RES0106	1307	1251	163	238
solo	whisper-turbo	RES0109	845	817	77	128
solo	whisper-turbo	RES0102	2025	1952	200	321
solo	whisper-turbo	RES0108	950	918	110	149
solo	whisper-turbo	RES0105	1738	1663	268	367
solo	whisper-turbo	RES0111	965	927	113	175
solo	whisper-turbo	RES0112	835	795	98	162
solo	whisper-turbo	RES0107	1596	1520	207	308
solo	whisper-turbo	RES0117	951	920	105	145
solo	whisper-turbo	RES0113	1079	1043	120	179
solo	whisper-turbo	RES0118	947	921	116	153
solo	whisper-turbo	RES0110	1565	1512	157	243
solo	whisper-turbo	RES0114	1673	1606	190	308
solo	whisper-turbo	RES0121	962	930	66	109
solo	whisper-turbo	RES0116	1588	1533	143	229
solo	whisper-turbo	RES0122	1046	1005	92	163
solo	whisper-turbo	RES0119	1359	1302	103	205
solo	whisper-turbo	RES0120	1381	1325	92	166
solo	whisper-turbo	RES0125	1638	1576	114	201
solo	whisper-turbo	RES0127	1461	1418	171	241
solo	whisper-turbo	RES0124	1729	1675	142	228
solo	whisper-turbo	RES0128	1095	1062	149	200
solo	whisper-turbo	RES0123	1716	1647	178	292
solo	whisper-turbo	RES0129	1078	1040	120	186
solo	whisper-turbo	RES0133	1264	1222	164	225
solo	whisper-turbo	RES0126	1858	1784	265	383
solo	whisper-turbo	RES0131	1231	1176	93	184
solo	whisper-turbo	RES0130	1329	1282	112	188
solo	whisper-turbo	RES0135	1224	1191	102	154
solo	whisper-turbo	RES0136	1243	1211	115	164
solo	whisper-turbo	RES0137	1274	1216	186	271
solo	whisper-turbo	RES0132	1309	1276	92	148
solo	whisper-turbo	RES0141	987	949	112	162
solo	whisper-turbo	RES0142	778	758	90	122
solo	whisper-turbo	RES0138	1148	1118	126	168
solo	whisper-turbo	RES0140	907	877	112	158
solo	whisper-turbo	RES0134	1679	1630	129	210
solo	whisper-turbo	RES0146	898	870	114	159
solo	whisper-turbo	RES0145	1326	1277	237	301
solo	whisper-turbo	RES0143	1119	1080	114	162
solo	whisper-turbo	RES0139	1131	1093	115	162
solo	whisper-turbo	RES0144	1153	1119	195	246
solo	whisper-turbo	RES0147	1274	1234	219	276
solo	whisper-turbo	RES0149	1270	1231	142	205
solo	whisper-turbo	RES0148	1136	1101	253	297
solo	whisper-turbo	RES0154	943	922	128	167
solo	whisper-turbo	RES0150	1147	1099	159	229
solo	whisper-turbo	RES0152	1059	1028	114	173
solo	whisper-turbo	RES0151	1157	1125	136	184
solo	whisper-turbo	RES0153	1103	1063	145	210
solo	whisper-turbo	RES0155	1439	1380	265	343
solo	whisper-turbo	RES0156	1016	983	124	177
solo	whisper-turbo	RES0160	1135	1093	160	217
solo	whisper-turbo	RES0161	1034	993	142	197
solo	whisper-turbo	RES0159	1104	1060	114	185
solo	whisper-turbo	RES0158	1079	1034	125	190
solo	whisper-turbo	RES0163	1200	1155	163	229
solo	whisper-turbo	RES0165	909	881	123	175
solo	whisper-turbo	RES0162	1235	1183	148	217
solo	whisper-turbo	RES0168	1329	1271	142	238
solo	whisper-turbo	RES0166	1155	1117	166	223
solo	whisper-turbo	RES0169	946	906	137	193
solo	whisper-turbo	RES0164	1248	1197	214	281
solo	whisper-turbo	RES0171	1368	1306	229	314
solo	whisper-turbo	RES0167	1181	1132	161	234
solo	whisper-turbo	RES0170	1351	1300	200	275
solo	whisper-turbo	RES0172	1195	1148	184	256
solo	whisper-turbo	RES0174	1549	1484	211	315
solo	whisper-turbo	RES0175	1017	979	136	188
solo	whisper-turbo	RES0180	1065	1020	137	200
solo	whisper-turbo	RES0177	1193	1151	167	232
solo	whisper-turbo	RES0181	1184	1154	193	234
solo	whisper-turbo	RES0173	1262	1210	193	272
solo	whisper-turbo	RES0182	945	919	128	164
solo	whisper-turbo	RES0176	1305	1269	161	220
solo	whisper-turbo	RES0178	1125	1082	186	241
solo	whisper-turbo	RES0179	1291	1254	186	245
solo	whisper-turbo	RES0183	1217	1178	177	245
solo	whisper-turbo	RES0184	970	946	177	213
solo	whisper-turbo	RES0185	1075	1026	146	206
solo	whisper-turbo	RES0188	957	932	115	162
solo	whisper-turbo	RES0187	1303	1275	170	221
solo	whisper-turbo	RES0186	1069	1020	135	220
solo	whisper-turbo	RES0191	927	905	103	134
solo	whisper-turbo	RES0189	1439	1397	140	216
solo	whisper-turbo	RES0197	966	943	139	171
solo	whisper-turbo	RES0198	857	833	93	129
solo	whisper-turbo	RES0196	943	910	116	179
solo	whisper-turbo	RES0192	1280	1243	157	205
solo	whisper-turbo	RES0190	1290	1263	140	179
solo	whisper-turbo	RES0193	1431	1382	183	263
solo	whisper-turbo	RES0199	1152	1118	139	185
solo	whisper-turbo	RES0195	1335	1297	158	216
solo	whisper-turbo	RES0194	1395	1339	195	265
solo	whisper-turbo	RES0203	920	895	119	160
solo	whisper-turbo	RES0204	995	959	113	170
solo	whisper-turbo	RES0201	1059	1024	147	193
solo	whisper-turbo	RES0200	1351	1316	197	265
solo	whisper-turbo	RES0202	1522	1472	196	276
solo	whisper-turbo	RES0205	1049	1009	133	194
solo	whisper-turbo	RES0207	818	789	94	148
solo	whisper-turbo	RES0209	1108	1062	128	196
solo	whisper-turbo	RES0212	1304	1238	144	249
solo	whisper-turbo	RES0206	1354	1309	224	281
solo	whisper-turbo	RES0210	1139	1119	131	169
solo	whisper-turbo	RES0213	1485	1383	178	300
solo	whisper-turbo	RES0208	1322	1254	182	278
solo	whisper-turbo	RES0214	1123	1093	107	157
solo	whisper-turbo	RES0217	1486	1424	108	205
solo	whisper-turbo	RES0216	1604	1531	128	248
solo	whisper-turbo	RES0211	1415	1355	195	292
solo	whisper-turbo	RES0215	1386	1329	124	219
solo	sensevoice	CAR0001	1053	1027	120	165
solo	sensevoice	CAR0004	920	896	104	146
solo	sensevoice	CAR0002	1067	1043	115	154
solo	sensevoice	CAR0003	1281	1259	132	163
solo	sensevoice	GAS0004	1180	1127	170	251
solo	sensevoice	GAS0001	1033	984	191	247
solo	sensevoice	GAS0003	1093	1036	145	218
solo	sensevoice	DER0001	1554	1485	206	303
solo	sensevoice	CAR0005	1292	1228	120	216
solo	sensevoice	GAS0002	1140	1103	128	178
solo	sensevoice	GAS0007	903	884	113	150
solo	sensevoice	GEN0001	1132	1093	132	194
solo	sensevoice	MSK0001	983	960	138	166
solo	sensevoice	MSK0004	1125	1096	137	167
solo	sensevoice	GAS0005	1599	1541	191	282
solo	sensevoice	MSK0005	1513	1462	188	260
solo	sensevoice	MSK0008	1417	1391	176	220
solo	sensevoice	MSK0007	1358	1333	153	197
solo	sensevoice	MSK0003	1866	1810	204	288
solo	sensevoice	MSK0009	1572	1520	209	288
solo	sensevoice	MSK0010	1505	1473	153	211
solo	sensevoice	MSK0006	1781	1720	227	313
solo	sensevoice	MSK0011	1535	1501	186	241
solo	sensevoice	MSK0014	1575	1529	182	258
solo	sensevoice	MSK0018	976	940	82	133
solo	sensevoice	MSK0012	1652	1600	154	237
solo	sensevoice	MSK0013	1610	1562	166	250
solo	sensevoice	MSK0017	1735	1681	193	289
solo	sensevoice	MSK0015	1622	1576	204	277
solo	sensevoice	MSK0016	2064	1999	218	323
solo	sensevoice	MSK0024	1193	1162	105	158
solo	sensevoice	MSK0019	1337	1298	105	165
solo	sensevoice	MSK0023	1229	1181	142	222
solo	sensevoice	MSK0025	1580	1511	144	258
solo	sensevoice	MSK0031	1299	1247	151	227
solo	sensevoice	MSK0020	1683	1636	212	295
solo	sensevoice	MSK0021	1745	1691	250	334
solo	sensevoice	MSK0028	1836	1785	206	293
solo	sensevoice	MSK0027	1377	1331	182	245
solo	sensevoice	MSK0026	1365	1338	148	190
solo	sensevoice	MSK0032	1198	1154	93	162
solo	sensevoice	MSK0022	2164	2091	220	349
solo	sensevoice	MSK0034	1448	1417	184	235
solo	sensevoice	MSK0035	1596	1549	178	257
solo	sensevoice	MSK0033	1687	1621	190	298
solo	sensevoice	MSK0039	1404	1367	143	201
solo	sensevoice	MSK0029	2268	2186	288	412
solo	sensevoice	MSK0036	1757	1714	187	263
solo	sensevoice	MSK0044	1177	1132	135	202
solo	sensevoice	MSK0037	1682	1620	199	315
solo	sensevoice	MSK0040	1488	1446	159	231
solo	sensevoice	MSK0042	1522	1471	160	235
solo	sensevoice	MSK0041	1583	1543	169	242
solo	sensevoice	MSK0038	1895	1828	194	304
solo	sensevoice	MSK0049	1372	1333	163	214
solo	sensevoice	MSK0045	1394	1354	148	211
solo	sensevoice	RES0002	1162	1144	341	372
solo	sensevoice	MSK0043	1772	1694	174	284
solo	sensevoice	MSK0046	1225	1188	140	202
solo	sensevoice	RES0001	1526	1469	198	290
solo	sensevoice	MSK0050	1285	1257	137	181
solo	sensevoice	RES0003	1261	1213	129	214
solo	sensevoice	RES0010	1070	1018	184	259
solo	sensevoice	RES0008	1171	1129	134	201
solo	sensevoice	RES0006	1240	1207	162	218
solo	sensevoice	RES0009	1446	1372	182	298
solo	sensevoice	RES0013	1400	1325	178	295
solo	sensevoice	RES0004	1723	1650	236	350
solo	sensevoice	RES0005	1645	1578	160	271
solo	sensevoice	RES0007	1874	1811	191	296
solo	sensevoice	RES0011	1647	1573	202	311
solo	sensevoice	RES0016	1327	1287	132	206
solo	sensevoice	RES0014	1429	1383	187	275
solo	sensevoice	RES0017	1751	1698	179	267
solo	sensevoice	RES0019	1334	1300	156	204
solo	sensevoice	RES0018	1334	1294	150	215
solo	sensevoice	RES0024	1004	969	132	197
solo	sensevoice	RES0012	2168	2058	270	453
solo	sensevoice	RES0020	1413	1386	168	216
solo	sensevoice	RES0015	1607	1551	163	249
solo	sensevoice	RES0021	1255	1226	167	209
solo	sensevoice	RES0023	1099	1054	193	255
solo	sensevoice	RES0025	1393	1342	192	267
solo	sensevoice	RES0027	1366	1323	159	223
solo	sensevoice	RES0029	811	787	95	131
solo	sensevoice	RES0030	1184	1158	129	161
solo	sensevoice	RES0032	1212	1169	128	185
solo	sensevoice	RES0028	1156	1130	135	165
solo	sensevoice	RES0026	1544	1504	171	234
solo	sensevoice	RES0031	1343	1297	137	208
solo	sensevoice	RES0035	958	944	81	103
solo	sensevoice	RES0033	1372	1306	127	248
solo	sensevoice	RES0036	1423	1368	140	218
solo	sensevoice	RES0022	1999	1927	235	361
solo	sensevoice	RES0042	1264	1222	208	266
solo	sensevoice	RES0037	1453	1413	176	236
solo	sensevoice	RES0039	1672	1635	198	251
solo	sensevoice	RES0034	1685	1627	192	278
solo	sensevoice	RES0038	1554	1504	171	233
solo	sensevoice	RES0043	1503	1451	243	319
solo	sensevoice	RES0045	1204	1158	126	188
solo	sensevoice	RES0051	997	970	147	187
solo	sensevoice	RES0050	1109	1084	116	158
solo	sensevoice	RES0052	828	809	142	179
solo	sensevoice	RES0048	1809	1726	189	323
solo	sensevoice	RES0044	1859	1776	208	325
solo	sensevoice	RES0046	1588	1532	192	279
solo	sensevoice	RES0047	1628	1575	209	292
solo	sensevoice	RES0055	1375	1328	269	358
solo	sensevoice	RES0057	1245	1194	242	328
solo	sensevoice	RES0049	1622	1555	203	310
solo	sensevoice	RES0056	1174	1140	201	251
solo	sensevoice	RES0058	1514	1462	267	352
solo	sensevoice	RES0060	1683	1616	287	404
solo	sensevoice	RES0059	1358	1327	203	254
solo	sensevoice	RES0053	1982	1906	394	511
solo	sensevoice	RES0064	1078	1046	139	194
solo	sensevoice	RES0065	1089	1064	156	203
solo	sensevoice	RES0063	1439	1384	211	306
solo	sensevoice	RES0067	946	912	115	169
